tfopwg_disp,dec,st_pmraerr1,st_pmraerr2,st_pmdecerr1,st_pmdecerr2,pl_tranmiderr1,pl_tranmiderr2,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_trandurherr1,pl_trandurherr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_rade,pl_radeerr1,pl_radeerr2,st_tmag,st_tmagerr1,st_tmagerr2,st_disterr1,st_disterr2,st_teff,st_tefferr1,st_tefferr2,st_logg,st_loggerr1,st_loggerr2,st_rad,st_raderr1,st_raderr2,disp_3class,log_orbper,sqrt_pl_rade,log_trandep,rel_radius,depth_norm,compactness
KP,-28.061794,0.102,-0.102,0.055,-0.055,0.000257,-0.000257,3.7354838,2.1e-06,-2.1e-06,0.045,-0.045,17030.0,0.271732,-0.271732,21.2315,1.19579,-1.19579,11.0261,0.006,-0.006,8.6,-8.6,6650.0,,,4.1639,,,1.57,0.09,-0.09,Planet,1.555083896708893,4.607765184989357,23.55824233167973,13.523248407643312,10847.133757961783,2.379289044585987
FA,-71.462749,2.0,-2.0,2.0,-2.0,0.007425,-0.007425,21.701669,0.0095323,-0.0095323,0.5088978,-0.5088978,211.6567325,25.132692,-25.132692,2.3751494,0.6983451,-0.6983451,7.1278,0.006,-0.006,,,5625.0,80.0,-80.0,4.438,,,1.56486,0.186629,-0.186629,False,3.1224384460136583,1.54115197174062,19.17047633874123,1.5178031261582507,135.2560181102463,13.868121748910445
CP,-75.646561,0.046,-0.046,0.044,-0.044,0.002642,-0.002642,9.139804,0.0001109,-0.0001109,0.6627002,-0.6627002,358.4157801,33.721474,-33.721474,3.0629855,2.8175755,-2.8175755,9.0197,0.006,-0.006,0.5575,-0.5575,5958.2,76.0,-76.0,4.34,0.12,-0.12,1.58,0.165123,-0.165123,Planet,2.316468668587662,1.7501387087885347,19.69720427018272,1.9385984177215188,226.84543044303797,5.784686075949367
FP,-33.351416,0.065,-0.065,0.059,-0.059,0.001553,-0.001553,5.742625,0.000621,-0.000621,0.230499,-0.230499,1105.760867,87.92673,-87.92673,13.088532,3.636668,-3.636668,8.8849,0.006,-0.006,2.8735,-2.8735,5664.0,188.0,-188.0,3.26574,0.355261,-0.355261,3.86959,0.644568,-0.644568,False,1.9084493149774386,3.6178076234095147,20.823799503287518,3.3824079553647803,285.7565961768559,1.484039652779752
CP,-54.317501,0.054,-0.054,0.049,-0.049,0.019948,-0.019948,15.5077855,0.0002372,-0.0002372,0.427,-0.427,513.0,25.4443,-25.4443,2.43432,0.142957,-0.142957,8.4362,0.006,-0.006,0.28175,-0.28175,6122.0,194.0,-194.0,4.30881,0.268555,-0.268555,1.17,0.05,-0.05,Planet,2.8038321181058925,1.5602307521645638,20.055786405084362,2.0806153846153848,438.4615384615385,13.254517521367523
CP,-54.532728,0.074,-0.074,0.052,-0.052,0.000867,-0.000867,17.4713078,1.76e-05,-1.76e-05,0.0990118,-0.0990118,1199.7541483,28.872627,-28.872627,3.5766828,0.2409907,-0.2409907,8.0888,0.006,-0.006,0.18695,-0.18695,5783.54,7.82429,-7.82429,4.49925,0.019231,-0.019231,0.974669,0.0546984,-0.0546984,Planet,2.916218598418061,1.8912119923477642,20.905382497167164,3.66963841057836,1230.9349618178069,17.925375486447194
PC,-76.917605,0.041,-0.041,0.044,-0.044,0.001997,-0.001997,5.3079507,1.91e-05,-1.91e-05,0.2920944,-0.2920944,391.3830934,26.766296,-26.766296,3.0486928,0.3630359,-0.3630359,9.6663,0.006,-0.006,0.6765,-0.6765,6124.3,83.0,-83.0,4.38,0.16,-0.16,1.36963,0.0633668,-0.0633668,Candidate,1.841810853597835,1.7460506292773987,19.785197419351622,2.225924373735973,285.7582656629893,3.875463227294963
PC,-78.407564,0.081,-0.081,0.076,-0.076,0.00308,-0.00308,51.1701501,0.0001962,-0.0001962,0.2877187,-0.2877187,851.4547808,36.121876,-36.121876,2.9366826,0.26575,-0.26575,9.4091,0.006,-0.006,0.26725,-0.26725,5599.0,187.0,-187.0,4.46138,0.26998,-0.26998,0.943356,0.0456583,-0.0456583,Candidate,3.954510494162614,1.7136751734211475,20.56245695248783,3.1130162950148197,902.5805536828091,54.24267201353466
PC,-31.790813,0.082,-0.082,0.067,-0.067,0.004563,-0.004563,11.1296441,6.03e-05,-6.03e-05,0.3110119,-0.3110119,951.6169809,60.711002,-60.711002,12.8402271,0.8162001,-0.8162001,9.3781,0.007,-0.007,6.705,-6.705,5785.0,189.0,-189.0,4.344,2.00356,-2.00356,3.4475601,0.174417,-0.174417,Candidate,2.495652382047365,3.5833262620085264,20.67367318186226,3.724438944516152,276.0262194994077,3.2282668835852926
PC,-60.922727,0.037,-0.037,0.034,-0.034,0.000382,-0.000382,9.4496506,2.8e-06,-2.8e-06,0.027,-0.027,19750.0,16.7663,-16.7663,17.0216,1.10249,-1.10249,9.7825,0.006,-0.006,0.4197,-0.4197,5509.0,186.0,-186.0,4.39758,2.00408,-2.00408,0.94,0.06,-0.06,Candidate,2.3465685424451457,4.125724178856362,23.706419328344175,18.10808510638298,21010.63829787234,10.052819787234043
KP,-64.027039,0.035,-0.035,0.052,-0.052,0.000127,-0.000127,2.8493825,3e-07,-3e-07,0.053,-0.053,8049.0,25.0232,-25.0232,16.3869,0.734704,-0.734704,10.3157,0.006,-0.006,2.729,-2.729,6900.0,,,4.438,,,1.77,0.08,-0.08,Planet,1.3479127458255142,4.04807361593141,22.80881369718225,9.25813559322034,4547.457627118644,1.6098206214689266
APC,-48.934476,0.286,-0.286,0.228,-0.228,0.001995,-0.001995,2.0685633,4e-06,-4e-06,0.065,-0.065,502.0,169.202,-169.202,3.89739,0.417306,-0.417306,9.6652,0.006,-0.006,3.3745,-3.3745,5687.9,76.0,-76.0,4.6,0.12,-0.12,1.14,0.07,-0.07,Candidate,1.1212094716060508,1.9741808427801137,20.034110679648034,3.418763157894737,440.35087719298247,1.814529210526316
FP,-41.242483,0.089,-0.089,0.091,-0.091,0.003078,-0.003078,0.540933,0.000107,-0.000107,0.329757,-0.329757,257.347459,27.641214,-27.641214,2.28501,0.57323,-0.57323,9.7345,0.006,-0.006,0.6935,-0.6935,5525.0,186.0,-186.0,4.25342,0.29667,-0.29667,1.21935,0.16458,-0.16458,False,0.43238807713190214,1.5116249534854869,19.365937714187247,1.8739574363390334,211.05298642719484,0.44362406200024607
CP,-78.023683,0.045,-0.045,0.042,-0.042,0.001332,-0.001332,4.1150576,5.6e-06,-5.6e-06,0.323,-0.323,487.0,50.8548,-50.8548,2.30057,0.16833,-0.16833,9.478,0.006,-0.006,0.1632,-0.1632,5394.0,185.0,-185.0,4.50942,0.276077,-0.276077,0.89,0.05,-0.05,Planet,1.6321886603372526,1.516763000603588,20.003774683100254,2.5849101123595504,547.1910112359551,4.623660224719101
PC,-83.056214,0.041,-0.041,0.044,-0.044,0.001492,-0.001492,10.0665238,2.37e-05,-2.37e-05,0.1599323,-0.1599323,839.9044871,47.550835,-47.550835,2.7272824,0.2128311,-0.2128311,9.0689,0.006,-0.006,0.1009,-0.1009,5552.0,187.0,-187.0,4.61783,0.263463,-0.263463,0.791742,0.0453065,-0.0453065,Candidate,2.4039246775324488,1.6514485762505595,20.548798738693915,3.4446605080948087,1060.8310372570863,12.71439913507178
CP,-47.56203,0.124,-0.124,0.072,-0.072,0.001185,-0.001185,6.4438657,1.65e-05,-1.65e-05,0.3014965,-0.3014965,1121.9512275,76.157646,-76.157646,2.460344,1.638728,-1.638728,10.0059,0.006,-0.006,0.362,-0.362,4803.0,178.0,-178.0,4.52079,2.00348,-2.00348,0.737189,0.0567035,-0.0567035,Planet,2.007390297241652,1.5685483734969732,20.838335174742067,3.337467053903409,1521.9315908132107,8.741131107490752
CP,-47.56203,0.124,-0.124,0.072,-0.072,0.001696,-0.001696,12.2265595,2.69e-05,-2.69e-05,0.4219775,-0.4219775,1206.3693293,86.60944,-86.60944,2.6014766,1.7533404,-1.7533404,10.0059,0.006,-0.006,0.362,-0.362,4803.0,178.0,-178.0,4.52079,2.00348,-2.00348,0.737189,0.0567035,-0.0567035,Planet,2.58222689139719,1.6129093588915653,20.910881132398124,3.528914023405124,1636.44510335884,16.585379733012836
KP,-50.06735,0.037,-0.037,0.029,-0.029,0.002094,-0.002094,2.160344,0.000276,-0.000276,0.14481,-0.14481,19357.992992,1487.6189,-1487.6189,22.503541,17.500204,-17.500204,13.2851,0.006,-0.006,9.4715,-9.4715,5780.0,,,4.32928,,,1.2,,,Planet,1.1506808824334118,4.743789729741401,23.68637124570403,18.752950833333333,16131.660826666666,1.8002866666666666
KP,-54.893341,0.054,-0.054,0.042,-0.042,0.001239,-0.001239,4.606184,0.000392,-0.000392,0.078877,-0.078877,13793.034867,1031.5532,-1031.5532,12.962219,0.582183,-0.582183,11.9707,0.006,-0.006,4.919,-4.919,5670.0,,,4.3925,,,1.07,,,Planet,1.723870274180421,3.600308181253377,23.34742958198556,12.11422336448598,12890.686791588785,4.304844859813084
KP,-59.57935,0.031,-0.031,0.029,-0.029,0.000501,-0.000501,3.1316735,3.3e-06,-3.3e-06,0.0815638,-0.0815638,14915.6943722,307.91364,-307.91364,9.4995191,0.3442331,-0.3442331,13.1686,0.006,-0.006,1.659,-1.659,4351.0,167.0,-167.0,4.438,,,0.76701,,,Planet,1.418682530710375,3.0821289882157754,23.42567980918983,12.38513070233765,19446.54485886755,4.082963064366828
KP,-49.138513,0.044,-0.044,0.042,-0.042,0.001251,-0.001251,3.180362,0.000247,-0.000247,0.106258,-0.106258,21192.463324,682.47424,-682.47424,13.446487,0.600679,-0.600679,13.2887,0.006,-0.006,7.8145,-7.8145,5498.0,,,4.47934,,,0.92,,,Planet,1.4303978456576663,3.666945186391528,23.776911451880277,14.615746739130433,23035.28622173913,3.4569152173913045
KP,-32.860124,0.108,-0.108,0.089,-0.089,0.000256,-0.000256,2.9776446,8e-07,-8e-07,0.099,-0.099,13022.0,123.052,-123.052,14.4339,0.765765,-0.765765,10.4293,0.006,-0.006,3.038,-3.038,5703.0,188.0,-188.0,4.25824,0.298282,-0.298282,1.22,0.06,-0.06,Planet,1.3806898350630252,3.7991972836376897,23.289906071837876,11.831065573770491,10673.77049180328,2.440692295081967
KP,-34.135751,0.078,-0.078,0.059,-0.059,0.000449,-0.000449,3.9502008,2.6e-06,-2.6e-06,0.046,-0.046,13914.0,95.9899,-95.9899,20.5357,0.899664,-0.899664,9.6433,0.006,-0.006,2.4835,-2.4835,6153.0,,,4.18077,,,1.71,0.07,-0.07,Planet,1.5994281414144007,4.531633259653742,23.356161364519732,12.009181286549707,8136.842105263158,2.310058947368421
FP,-32.861327,,,,,0.000532,-0.000532,2.9776152,9.78e-05,-9.78e-05,0.030226,-0.030226,43218.111683,416.72778,-416.72778,26.88423,0.196978,-0.196978,15.7114,0.023,-0.023,,,5740.0,,,4.29219,,,1.28,,,False,1.3806824437267924,5.185000482160055,24.48952549627938,21.0033046875,33764.14975234375,2.3262618749999997
KP,-58.459388,0.052,-0.052,0.048,-0.048,0.000376,-0.000376,3.5544026,2e-06,-2e-06,0.0377042,-0.0377042,10164.8753396,290.74887,-290.74887,13.200677,0.7620152,-0.7620152,11.5803,0.006,-0.006,2.937,-2.937,5639.0,188.0,-188.0,4.37172,2.00387,-2.00387,1.11499,0.0591758,-0.0591758,Planet,1.5160943695310871,3.6332735927810336,23.04220402036077,11.83927837917829,9116.561888088683,3.1878336128575144
FP,-72.913998,0.043,-0.043,0.04,-0.04,0.002195,-0.002195,12.8379689,0.0031236,-0.0031236,0.1878411,-0.1878411,10539.0192794,361.00934,-361.00934,25.4886382,1.376776,-1.376776,11.7106,0.006,-0.006,10.696,-10.696,5765.0,189.0,-189.0,4.34773,2.00358,-2.00358,2.4494,0.11699,-0.11699,False,2.6274161836394936,5.0486273580053425,23.07835032833007,10.406074222258514,4302.694243243243,5.241270882665143
CP,-49.664942,0.058,-0.058,0.038,-0.038,0.001293,-0.001293,3.9228016,1.22e-05,-1.22e-05,0.0798146,-0.0798146,31510.9004906,1047.8658,-1047.8658,13.3368705,0.4312808,-0.4312808,13.6699,0.006,-0.006,3.806,-3.806,4444.0,168.0,-168.0,4.438,,,0.6983,,,Planet,1.5938777993342739,3.6519680310758473,24.173599370269805,19.099055563511385,45125.1618081054,5.617645138192754
PC,-72.010267,0.042,-0.042,0.054,-0.054,0.003188,-0.003188,13.9428705,5.85e-05,-5.85e-05,0.6019145,-0.6019145,1015.395543,87.93079,-87.93079,2.4233421,1.1757723,-1.1757723,10.6339,0.006,-0.006,0.408,-0.408,5206.0,183.0,-183.0,4.63095,0.280579,-0.280579,0.741671,0.0479724,-0.0479724,Candidate,2.704234296456563,1.5567087396170165,20.73854407204958,3.2674084600854023,1369.0646432178148,18.79926611664741
CP,-65.449699,0.023,-0.023,0.039,-0.039,0.000554,-0.000554,0.6047392,5.6e-06,-5.6e-06,0.2214539,-0.2214539,1027.6833479,64.46101,-64.46101,1.8625587,1.4926332,-1.4926332,11.1186,0.007,-0.007,0.09435,-0.09435,4046.0,170.0,-170.0,4.60963,0.230678,-0.230678,0.580337,0.0172756,-0.0172756,Planet,0.47296125116685145,1.3647559122421855,20.750572930167653,3.209443306216905,1770.8389227293796,1.0420483270927066
KP,-55.330269,0.051,-0.051,0.047,-0.047,0.000119,-0.000119,2.5495611,7e-07,-7e-07,0.0193336,-0.0193336,14921.4021936,81.960434,-81.960434,12.9171288,0.6510275,-0.6510275,11.2474,0.006,-0.006,2.1455,-2.1455,5659.0,,,4.44653,,,1.03997,0.0519397,-0.0519397,Planet,1.266823962041219,3.594040734326755,23.426062408177415,12.420674442531995,14347.91599142283,2.451571776108926
PC,-88.096213,0.032,-0.032,0.031,-0.031,0.000206,-0.000206,1.6062693,1e-06,-1e-06,0.0446816,-0.0446816,16725.3019333,216.14401,-216.14401,12.6436029,0.3239791,-0.3239791,13.461,0.006,-0.006,3.3225,-3.3225,5192.0,182.0,-182.0,4.4617,2.00368,-2.00368,0.984326,,,Candidate,0.957919811813335,3.555784428223961,23.540188495670698,12.844934401814033,16991.628721886857,1.631846867805991
CP,-56.462287,0.073,-0.073,0.073,-0.073,0.000362,-0.000362,0.5182425,4.2e-06,-4.2e-06,0.0753501,-0.0753501,831.8920424,40.76848,-40.76848,1.3485121,0.0900143,-0.0900143,10.1165,0.007,-0.007,0.0192,-0.0192,3325.0,102.0,-102.0,4.88693,0.098941,-0.098941,0.390989,0.0117402,-0.0117402,Planet,0.4175534158854376,1.1612545371278427,20.53921323483766,3.448977081196658,2127.6609889280776,1.3254656780625544
PC,-55.387928,0.049,-0.049,0.043,-0.043,0.00199,-0.00199,3.1644075,1.22e-05,-1.22e-05,0.2198119,-0.2198119,5603.4635466,592.0081,-592.0081,14.8814743,1.1265037,-1.1265037,13.1284,0.006,-0.006,45.91,-45.91,6519.0,194.0,-194.0,4.22068,,,1.7234,,,Candidate,1.426574008596572,3.857651396899414,22.446650734143862,8.63495085296507,3251.400456423349,1.836142218869676
KP,-26.09672,0.063,-0.063,0.038,-0.038,0.000439,-0.000439,3.0440541,4.3e-06,-4.3e-06,0.0611654,-0.0611654,22236.0165376,490.51093,-490.51093,12.1086799,0.2679916,-0.2679916,13.163,0.01,-0.01,8.339,-8.339,5523.0,,,4.52192,,,0.809868,,,Planet,1.3972476789124615,3.4797528504191213,23.824979177813216,14.951424059229405,27456.346636241957,3.7587040110240184
PC,-52.214573,0.107,-0.107,0.109,-0.109,0.001219,-0.001219,3.9652485,1.22e-05,-1.22e-05,0.5740471,-0.5740471,3680.7544436,458.06815,-458.06815,1.2305102,1.0583848,-1.0583848,12.7067,0.007,-0.007,0.0541,-0.0541,3296.0,64.0,-64.0,4.96636,0.407584,-0.407584,0.199988,0.0059812,-0.0059812,Candidate,1.602463346597126,1.1092836427172268,22.026383580234704,6.152920175210514,18404.876510590635,19.827432145928757
PC,-40.11177,1.083,-1.083,1.083,-1.083,0.002567,-0.002567,2.98278,0.000442,-0.000442,0.110696,-0.110696,6136.231662,315.89865,-315.89865,11.467011,11.475316,-11.475316,11.5247,0.006,-0.006,,,6027.0,192.0,-192.0,4.29978,2.0042,-2.0042,1.23975,1.23975,-1.23975,Candidate,1.3819800679263348,3.3862975356574916,22.537476655024882,9.249454325468845,4949.571818511798,2.4059528130671506
PC,-80.815478,0.042,-0.042,0.05,-0.05,0.003152,-0.003152,16.3469053,5.04e-05,-5.04e-05,0.2242998,-0.2242998,2212.4257252,107.20914,-107.20914,3.5059571,0.3785092,-0.3785092,11.8835,0.006,-0.006,0.25385,-0.25385,4310.0,173.0,-173.0,4.57345,0.230511,-0.230511,0.649613,0.0616131,-0.0616131,Candidate,2.853414121607168,1.8724201184563254,21.517355364203777,5.396993440710084,3405.7596218055983,25.164067375498952
PC,-87.32281,0.045,-0.045,0.055,-0.055,0.002201,-0.002201,12.9802953,3.43e-05,-3.43e-05,0.8578907,-0.8578907,2407.2608671,199.78712,-199.78712,2.4241912,1.6760336,-1.6760336,12.0936,0.007,-0.007,0.125,-0.125,3614.0,64.0,-64.0,4.81257,0.359456,-0.359456,0.491323,0.0146852,-0.0146852,Candidate,2.63764885961548,1.5569814385534595,21.601755368811208,4.934007160259137,4899.548498849025,26.419067090284802
KP,-61.7474,0.04,-0.04,0.041,-0.041,0.00013,-0.00013,1.3484961,6e-07,-6e-07,0.0218727,-0.0218727,18463.7636682,122.78925,-122.78925,15.8824638,0.8602182,-0.8602182,12.2851,0.006,-0.006,12.174,-12.174,6346.0,,,4.38484,,,1.14759,0.061613,-0.061613,Planet,0.8537751658490863,3.985280893487936,23.639075927645123,13.839841581052465,16089.163959428019,1.1750678378166417
APC,-59.535664,1.171,-1.171,1.171,-1.171,0.00086,-0.00086,3.2541181,8e-07,-8e-07,0.018,-0.018,13620.0,0.118046,-0.118046,14.9476,,,11.6577,0.006,-0.006,,,6102.0,193.0,-193.0,4.28649,2.00486,-2.00486,1.28,,,Candidate,1.4478874784989382,3.8662126170194004,23.3348051377412,11.6778125,10640.625,2.542279765625
PC,-88.568495,0.035,-0.035,0.035,-0.035,0.000741,-0.000741,3.7178828,4.1e-06,-4.1e-06,0.1120406,-0.1120406,4864.8405125,79.77315,-79.77315,14.6986197,0.8573183,-0.8573183,12.2303,0.006,-0.006,11.06,-11.06,5818.0,190.0,-190.0,4.33787,2.00353,-2.00353,2.0840001,0.106131,-0.106131,Candidate,1.551360139642603,3.833877893204216,22.305299769621534,7.053080131809975,2334.376333523209,1.7840127742796175
FP,-76.49349,0.041,-0.041,0.054,-0.054,0.0028,-0.0028,9.30992,0.00209,-0.00209,0.232,-0.232,2220.0,1.39456,-1.39456,14.2968,0.777875,-0.777875,9.4142,0.006,-0.006,5.019,-5.019,6907.0,135.5,-135.5,3.63,0.09,-0.09,3.09,0.14,-0.14,False,2.3331065385419256,3.781110947856463,21.52077303328105,4.626796116504854,718.4466019417476,3.0129190938511328
FA,-76.300955,0.047,-0.047,0.054,-0.054,0.00222,-0.00222,1.15395,0.00017,-0.00017,0.103,-0.103,1550.0,1.67219,-1.67219,5.48364,0.324737,-0.324737,10.4613,0.006,-0.006,1.98,-1.98,6093.0,131.0,-131.0,4.2,0.08,-0.08,1.4,0.07,-0.07,False,0.7673033658371101,2.34171731855064,21.161520768522728,3.9168857142857147,1107.142857142857,0.82425
FP,-52.885989,0.125,-0.125,0.125,-0.125,0.00488,-0.00488,4.73703,0.00453,-0.00453,0.481,-0.481,2410.0,1380.87,-1380.87,25.7144,10.2479,-10.2479,10.3918,0.01,-0.01,35.06,-35.06,11600.0,368.2,-368.2,4.13,0.07,-0.07,2.48,0.13,-0.13,False,1.7469416548199366,5.070936797081975,21.602892584863913,10.368709677419355,971.7741935483871,1.9100927419354838
KP,-25.687376,0.052,-0.052,0.029,-0.029,0.000478,-0.000478,2.76676,2.5e-06,-2.5e-06,0.0726354,-0.0726354,14947.4387827,290.84625,-290.84625,12.2867389,0.3063938,-0.3063938,13.2366,0.007,-0.007,9.1275,-9.1275,5346.0,,,4.48823,,,0.984866,,,Planet,1.3262152155042588,3.5052444850537885,23.42780580329031,12.475543779559858,15177.129459946835,2.8092755765759
FP,-68.588832,0.034,-0.034,0.049,-0.049,0.0022,-0.0022,2.19296,0.0003,-0.0003,0.079,-0.079,4933.74,704.212,-704.212,22.7769,8.69015,-8.69015,10.0196,0.006,-0.006,11.2155,-11.2155,7009.8,184.2,-184.2,3.6,0.61,-0.61,2.95,0.16,-0.16,False,1.1609483862504808,4.772515060217202,22.319363158286123,7.720983050847457,1672.4542372881353,0.7433762711864406
PC,-56.025931,0.076,-0.076,0.068,-0.068,0.003007,-0.003007,1.725841,1.65e-05,-1.65e-05,0.322,-0.322,2710.0,181.13,-181.13,15.0024,3.57813,-3.57813,9.3529,0.006,-0.006,3.7845,-3.7845,7348.0,133.8,-133.8,3.9,0.09,-0.09,2.39,0.09,-0.09,Candidate,1.0027770043538735,3.8732931724825583,21.720214472207026,6.277154811715481,1133.8912133891213,0.7221092050209205
FP,-64.634285,0.037,-0.037,0.055,-0.055,0.00061,-0.00061,1.1923,3e-05,-3e-05,0.024,-0.024,3730.0,297.774,-297.774,30.666,4.10377,-4.10377,9.0039,0.006,-0.006,1.7045,-1.7045,6534.0,136.4,-136.4,3.95,0.09,-0.09,2.04,0.09,-0.09,False,0.7849512210349825,5.537689048691702,22.03967407087023,15.032352941176471,1828.4313725490197,0.5844607843137254
FP,-63.045983,0.134,-0.134,0.203,-0.203,0.00465,-0.00465,11.47606,0.00162,-0.00162,0.44,-0.44,3050.0,1149.79,-1149.79,,,,10.0067,0.168,-0.168,633.01,-633.01,,,,,,,,,,False,2.5238116079677213,,21.8384074278936,,,
APC,-53.819601,0.102,-0.102,0.092,-0.092,0.001302,-0.001302,0.5971314,1.4e-06,-1.4e-06,0.109,-0.109,910.0,12.7147,-12.7147,9.08382,0.96597,-0.96597,9.9806,0.007,-0.007,9.675,-9.675,7710.0,140.2,-140.2,3.98,0.08,-0.08,2.28,0.09,-0.09,Candidate,0.46820914512175965,3.0139376237739226,20.628955158574072,3.9841315789473684,399.1228070175439,0.26189973684210527
PC,-75.926187,0.04,-0.04,0.042,-0.042,0.000265,-0.000265,1.4821386,1.4e-06,-1.4e-06,0.0338256,-0.0338256,2102.6568299,30.643518,-30.643518,13.7339261,0.5647548,-0.5647548,10.4291,0.006,-0.006,7.7425,-7.7425,7066.0,133.7,-133.7,3.78,0.09,-0.09,2.6647301,0.10601,-0.10601,Candidate,0.9091205272861581,3.7059312055136693,21.466467539609752,5.153965161424791,789.0693432329226,0.5562058986761924
FP,-73.173308,0.034,-0.034,0.046,-0.046,0.002752,-0.002752,0.9209526,0.0001855,-0.0001855,0.4647613,-0.4647613,360.8801529,42.466145,-42.466145,5.7349089,4.2950416,-4.2950416,10.11,0.006,-0.006,5.048,-5.048,6553.0,136.4,-136.4,3.65,0.09,-0.09,2.8908899,0.125277,-0.125277,False,0.6528212088333749,2.3947669824014195,19.70405647752187,1.9837866879676047,124.83358598333336,0.318570624221974
CP,-74.57402,0.039,-0.039,0.04,-0.04,0.001678,-0.001678,9.188506,2.88e-05,-2.88e-05,0.153,-0.153,460.0,0.427735,-0.427735,2.16591,0.121765,-0.121765,8.7215,0.006,-0.006,0.14855,-0.14855,5876.0,124.0,-124.0,4.48,0.08,-0.08,0.98,0.04,-0.04,Planet,2.32126022215793,1.47170309505688,19.946737049621326,2.210112244897959,469.38775510204084,9.376026530612245
CP,-74.57402,0.039,-0.039,0.04,-0.04,0.00261,-0.00261,13.9028391,0.0013871,-0.0013871,0.4109736,-0.4109736,647.2701039,70.93129,-70.93129,2.6136848,1.333298,-1.333298,8.7215,0.006,-0.006,0.14855,-0.14855,5876.0,124.0,-124.0,4.48,0.08,-0.08,0.983215,0.0449925,-0.0449925,Planet,2.7015517384244436,1.6166894568840362,20.288274238145178,2.6583044400258338,658.3200051870649,14.140182055806717
CP,-88.121111,0.039,-0.039,0.039,-0.039,0.000837,-0.000837,10.1826983,1.29e-05,-1.29e-05,0.2582998,-0.2582998,667.4752458,45.255642,-45.255642,3.0538057,0.7958977,-0.7958977,8.7581,0.006,-0.006,0.266,-0.266,6153.0,194.0,-194.0,4.34814,0.271419,-0.271419,1.14582,0.0509699,-0.0509699,Planet,2.4143677892326942,1.7475141487266992,20.319012864105378,2.6651705328934736,582.5306294182333,8.886821926655147
CP,-77.338802,0.062,-0.062,0.057,-0.057,0.00099,-0.00099,6.441006,6e-06,-6e-06,0.505,-0.505,914.0,46.8059,-46.8059,2.56374,0.19448,-0.19448,7.3661,0.006,-0.006,0.0179,-0.0179,4867.0,179.0,-179.0,4.438,,,0.8,0.06,-0.06,Planet,2.0070060547580324,1.6011683234438534,20.633341130512516,3.204675,1142.5,8.051257499999998
KP,-59.942589,0.036,-0.036,0.034,-0.034,0.000227,-0.000227,3.1743504,1.7e-06,-1.7e-06,0.0309315,-0.0309315,15457.3247576,155.05025,-155.05025,14.9172256,0.8283901,-0.8283901,11.6714,0.006,-0.006,2.912,-2.912,5943.0,,,4.42524,,,1.15706,0.0633669,-0.0633669,Planet,1.4289587533826298,3.8622824340019464,23.461348822350686,12.892352686982525,13359.138469569425,2.743462223220922
FP,-83.567067,0.054,-0.054,0.043,-0.043,0.002861,-0.002861,20.0731588,8.61e-05,-8.61e-05,0.5039405,-0.5039405,1152.9645461,68.35146,-68.35146,4.0506906,1.0627592,-1.0627592,10.5135,0.006,-0.006,1.1895,-1.1895,6033.0,129.5,-129.5,4.37,0.08,-0.08,1.14849,0.0522613,-0.0522613,False,3.048000135895884,2.0126327533854753,20.865602329365103,3.5269707180732963,1003.8960253027889,17.477869898736603
FP,-77.529113,0.037,-0.037,0.047,-0.047,0.00073,-0.00073,2.66903,1e-05,-1e-05,0.285,-0.285,3110.0,1.55398,-1.55398,9.36823,0.500837,-0.500837,10.5891,0.006,-0.006,1.538,-1.538,5803.5,120.9,-120.9,4.07,0.08,-0.08,1.56,0.08,-0.08,False,1.2999273219545981,3.060756442450134,21.8578885634591,6.005275641025641,1993.5897435897434,1.7109166666666664
FP,-76.858265,0.035,-0.035,0.038,-0.038,0.00276,-0.00276,6.63371,0.00059,-0.00059,0.26,-0.26,1555.34,2.04117,-2.04117,2.75375,0.16093,-0.16093,10.5652,0.006,-0.006,0.07515,-0.07515,4138.1,94.2,-94.2,4.54,0.12,-0.12,0.63,0.03,-0.03,False,2.0325739656528268,1.659442677527609,21.16496000883792,4.371031746031746,2468.7936507936506,10.529698412698412
PC,-63.789963,0.043,-0.043,0.044,-0.044,0.002636,-0.002636,2.94308,1e-05,-1e-05,0.128,-0.128,4490.0,1332.09,-1332.09,45.3525,,,10.5598,0.007,-0.007,3.4725,-3.4725,4437.0,124.0,-124.0,,,,3.13,,,Candidate,1.371962143809628,6.734426478921572,22.22511853892329,14.48961661341853,1434.5047923322684,0.9402811501597444
FP,-85.709137,0.214,-0.214,0.258,-0.258,0.003108,-0.003108,341.2811281,0.0045871,-0.0045871,0.2728898,-0.2728898,972.5797241,54.08448,-54.08448,4.7531892,0.3291192,-0.3291192,7.5622,0.006,-0.006,0.6784,-0.6784,6058.6,110.5,-110.5,4.2,0.08,-0.08,1.39203,0.060098,-0.060098,False,5.835632411384086,2.1801810016601832,20.695462609634014,3.4145738238400027,698.6772728317636,245.16794041795075
PC,-89.471513,0.067,-0.067,0.062,-0.062,0.003941,-0.003941,10.8680523,3.8e-05,-3.8e-05,0.645,-0.645,1553.0,109.838,-109.838,2.90726,0.252816,-0.252816,10.2809,0.006,-0.006,0.18475,-0.18475,4664.0,125.9,-125.9,4.55,0.09,-0.09,0.76,0.06,-0.06,Candidate,2.4738501092270893,1.70506891356332,21.163454381756875,3.8253421052631578,2043.421052631579,14.300068815789475
